S7055
  1.00000  0.00000
  0.99644  0.00071
  0.98592  0.00271
  0.96922  0.00579
  0.94697  0.00971
  0.91973  0.01432
  0.88803  0.01951
  0.85238  0.02520
  0.81328  0.03131
  0.77122  0.03776
  0.72671  0.04446
  0.68021  0.05127
  0.63219  0.05805
  0.58314  0.06464
  0.53351  0.07085
  0.48379  0.07648
  0.43444  0.08130
  0.38593  0.08506
  0.33874  0.08754
  0.29330  0.08853
  0.25002  0.08786
  0.20927  0.08543
  0.17139  0.08119
  0.13667  0.07520
  0.10534  0.06762
  0.07759  0.05867
  0.05354  0.04865
  0.03329  0.03786
  0.01688  0.02667
  0.00635  0.01641
  0.00096  0.00730
  0.00000  0.00000
  0.00416  -0.00618
  0.01258  -0.01032
  0.02508  -0.01313
  0.04137  -0.01496
  0.06115  -0.01608
  0.08411  -0.01666
  0.10996  -0.01684
  0.13844  -0.01673
  0.16930  -0.01640
  0.20231  -0.01593
  0.23726  -0.01535
  0.27396  -0.01469
  0.31221  -0.01398
  0.35185  -0.01323
  0.39271  -0.01246
  0.43465  -0.01169
  0.47750  -0.01091
  0.52109  -0.01013
  0.56525  -0.00936
  0.60980  -0.00860
  0.65458  -0.00784
  0.69940  -0.00708
  0.74407  -0.00631
  0.78839  -0.00552
  0.83215  -0.00470
  0.87514  -0.00382
  0.91713  -0.00288
  0.95786  -0.00183
  0.99707  -0.00058
  1.00000  0.00000
